Genre	Global_Sales
Puzzle	0.06
Action	0.06
Misc	0.06
Action	0.06
Sports	0.06
Action	0.06
Action	0.06
Action	0.06
Action	0.06
Misc	0.06
Simulation	0.06
Adventure	0.06
Racing	0.06
Platform	0.06
Role-Playing	0.06
Action	0.06
Sports	0.06
Role-Playing	0.06
Action	0.06
Fighting	0.06
Sports	0.06
Misc	0.06
Platform	0.06
Role-Playing	0.06
Action	0.06
Misc	0.06
Racing	0.06
Sports	0.06
Simulation	0.06
Action	0.06
Role-Playing	0.06
Action	0.06
Role-Playing	0.06
Fighting	0.06
Role-Playing	0.06
Role-Playing	0.06
Misc	0.06
Action	0.06
Fighting	0.06
Action	0.06
Action	0.06
Shooter	0.06
Fighting	0.06
Sports	0.06
Role-Playing	0.06
Sports	0.06
Role-Playing	0.06
Sports	0.06
Action	0.06
Action	0.06
Action	0.06
Strategy	0.06
Role-Playing	0.06
Role-Playing	0.06
Sports	0.06
Action	0.06
Shooter	0.06
Sports	0.06
Strategy	0.06
Adventure	0.06
Misc	0.06
Action	0.06
Racing	0.06
Adventure	0.06
Misc	0.06
Racing	0.06
Role-Playing	0.06
Platform	0.06
Shooter	0.06
Role-Playing	0.06
Role-Playing	0.06
Misc	0.06
Simulation	0.06
Adventure	0.06
Adventure	0.06
Action	0.06
Sports	0.06
Action	0.06
Puzzle	0.06
Platform	0.06
Adventure	0.06
Racing	0.06
Adventure	0.06
Racing	0.06
Adventure	0.06
Simulation	0.06
Adventure	0.06
Simulation	0.06
Sports	0.06
Simulation	0.06
Strategy	0.06
Misc	0.06
Racing	0.06
Sports	0.06
Sports	0.06
Adventure	0.06
Adventure	0.06
Sports	0.06
Racing	0.06
Puzzle	0.06
Action	0.06
Sports	0.06
Strategy	0.06
Puzzle	0.06
Role-Playing	0.06
Strategy	0.06
Fighting	0.06
Misc	0.06
Simulation	0.06
Sports	0.06
Action	0.06
Shooter	0.06
Simulation	0.06
Simulation	0.06
Shooter	0.06
Shooter	0.06
Platform	0.06
Sports	0.06
Fighting	0.06
Sports	0.06
Sports	0.06
Role-Playing	0.06
Platform	0.06
Racing	0.06
Strategy	0.06
Racing	0.06
Racing	0.06
Sports	0.06
Racing	0.06
Sports	0.06
Sports	0.06
Strategy	0.06
Shooter	0.06
Sports	0.06
Action	0.06
Role-Playing	0.06
Misc	0.06
Platform	0.06
Misc	0.06
Racing	0.06
Action	0.05
Adventure	0.05
Puzzle	0.05
Strategy	0.05
Action	0.05
Simulation	0.05
Strategy	0.05
Role-Playing	0.05
Shooter	0.05
Action	0.05
Action	0.05
Racing	0.05
Misc	0.05
Strategy	0.05
Action	0.05
Simulation	0.05
Action	0.05
Adventure	0.05
Misc	0.05
Sports	0.05
Puzzle	0.05
Action	0.05
Sports	0.05
Sports	0.05
Misc	0.05
Action	0.05
Sports	0.05
Puzzle	0.05
Role-Playing	0.05
Action	0.05
Action	0.05
Strategy	0.05
Misc	0.05
Role-Playing	0.05
Puzzle	0.05
Sports	0.05
Misc	0.05
Action	0.05
Action	0.05
Adventure	0.05
Simulation	0.05
Simulation	0.05
Action	0.05
Misc	0.05
Sports	0.05
Adventure	0.05
Strategy	0.05
Action	0.05
Sports	0.05
Action	0.05
Shooter	0.05
Racing	0.05
Shooter	0.05
Strategy	0.05
Action	0.05
Sports	0.05
Sports	0.05
Action	0.05
Misc	0.05
Puzzle	0.05
Sports	0.05
Simulation	0.05
Action	0.05
Strategy	0.05
Fighting	0.05
Shooter	0.05
Adventure	0.05
Sports	0.05
Misc	0.05
Adventure	0.05
Action	0.05
Misc	0.05
Sports	0.05
Role-Playing	0.05
Misc	0.05
Platform	0.05
Fighting	0.05
Adventure	0.05
Role-Playing	0.05
Role-Playing	0.05
Action	0.05
Platform	0.05
Adventure	0.05
Fighting	0.05
Puzzle	0.05
Platform	0.05
Puzzle	0.05
Simulation	0.05
Simulation	0.05
Sports	0.05
Sports	0.05
Sports	0.05
Action	0.05
Misc	0.05
Sports	0.05
Action	0.05
Action	0.05
Strategy	0.05
Racing	0.05
Role-Playing	0.05
Role-Playing	0.05
Racing	0.05
Sports	0.05
Racing	0.05
Action	0.05
Action	0.05
Role-Playing	0.05
Action	0.05
Platform	0.05
Action	0.05
Action	0.05
Misc	0.05
Adventure	0.05
Fighting	0.05
Action	0.05
Role-Playing	0.05
Platform	0.05
Sports	0.05
Action	0.05
Racing	0.05
Action	0.05
Shooter	0.05
Sports	0.05
Sports	0.05
Platform	0.05
Action	0.05
Shooter	0.05
Role-Playing	0.05
Role-Playing	0.05
Platform	0.05
Role-Playing	0.05
Shooter	0.05
Adventure	0.05
Strategy	0.05
Simulation	0.05
Misc	0.05
Puzzle	0.05
Action	0.05
Role-Playing	0.05
Role-Playing	0.05
Simulation	0.05
Simulation	0.05
Action	0.05
Sports	0.05
Fighting	0.05
Action	0.05
Action	0.05
Fighting	0.05
Shooter	0.05
Action	0.05
Misc	0.05
Platform	0.05
Puzzle	0.05
Action	0.05
Simulation	0.05
Puzzle	0.05
Adventure	0.05
Racing	0.05
Simulation	0.05
Sports	0.05
Action	0.05
Action	0.05
Simulation	0.05
Action	0.05
Action	0.05
Platform	0.05
Sports	0.05
Puzzle	0.05
Role-Playing	0.05
Action	0.05
Adventure	0.05
Racing	0.05
Action	0.05
Role-Playing	0.05
Puzzle	0.05
Racing	0.05
Platform	0.05
Fighting	0.05
Simulation	0.05
Role-Playing	0.05
Misc	0.05
Racing	0.05
Shooter	0.05
Role-Playing	0.05
Simulation	0.05
Puzzle	0.05
Puzzle	0.05
Action	0.05
Fighting	0.05
Adventure	0.05
Role-Playing	0.05
Sports	0.05
Shooter	0.05
Sports	0.05
Role-Playing	0.05
Fighting	0.05
Platform	0.05
Role-Playing	0.05
Shooter	0.05
Role-Playing	0.05
Simulation	0.05
Adventure	0.05
Fighting	0.05
Puzzle	0.05
Action	0.05
Sports	0.05
Role-Playing	0.05
Sports	0.05
Racing	0.05
Racing	0.05
Fighting	0.05
Strategy	0.05
Sports	0.05
Role-Playing	0.05
Action	0.05
Adventure	0.05
Adventure	0.05
Shooter	0.05
Misc	0.05
Sports	0.05
Simulation	0.05
Racing	0.05
Puzzle	0.05
Fighting	0.05
Adventure	0.05
Shooter	0.05
Misc	0.05
Misc	0.05
Sports	0.05
Adventure	0.05
Misc	0.05
Role-Playing	0.05
Adventure	0.05
Adventure	0.05
Misc	0.05
Simulation	0.05
Strategy	0.05
Puzzle	0.05
Sports	0.05
Action	0.05
Misc	0.05
Simulation	0.05
Adventure	0.05
Misc	0.05
Racing	0.05
Shooter	0.05
Shooter	0.05
Adventure	0.05
Misc	0.05
Role-Playing	0.05
Platform	0.05
Racing	0.05
Action	0.05
Adventure	0.05
Adventure	0.05
Misc	0.05
Misc	0.05
Racing	0.05
Racing	0.05
Role-Playing	0.05
Adventure	0.05
Action	0.05
Sports	0.05
Misc	0.05
Simulation	0.05
Role-Playing	0.05
Adventure	0.05
Shooter	0.05
Misc	0.05
Puzzle	0.05
Adventure	0.05
Role-Playing	0.05
Action	0.05
Fighting	0.05
Role-Playing	0.05
Racing	0.05
Fighting	0.05
Simulation	0.05
Racing	0.05
Platform	0.05
Action	0.05
Shooter	0.05
Action	0.05
Action	0.05
Strategy	0.05
Platform	0.05
Sports	0.05
Sports	0.05
Racing	0.05
Platform	0.05
Role-Playing	0.05
Sports	0.05
Role-Playing	0.05
Fighting	0.05
Fighting	0.05
Platform	0.05
Misc	0.05
Misc	0.05
Sports	0.05
Role-Playing	0.05
Sports	0.05
Sports	0.05
Adventure	0.05
Action	0.05
Action	0.05
Sports	0.05
Racing	0.05
Action	0.05
Action	0.05
Adventure	0.05
Role-Playing	0.05
Fighting	0.05
Sports	0.05
Shooter	0.05
Adventure	0.05
Platform	0.05
Puzzle	0.05
Action	0.05
Strategy	0.05
Adventure	0.05
Misc	0.05
Adventure	0.05
Puzzle	0.05
Adventure	0.05
Misc	0.05
Puzzle	0.05
Sports	0.05
Action	0.05
Adventure	0.05
Platform	0.05
Racing	0.05
Sports	0.05
Platform	0.05
Sports	0.05
Action	0.05
Strategy	0.05
Sports	0.05
Adventure	0.05
Action	0.05
Action	0.05
Adventure	0.05
Role-Playing	0.05
Misc	0.05
Fighting	0.05
Misc	0.05
Platform	0.05
Strategy	0.05
Role-Playing	0.05
Puzzle	0.05
Sports	0.05
Shooter	0.05
Action	0.05
Misc	0.05
Racing	0.05
Sports	0.05
Simulation	0.05
Strategy	0.05
Racing	0.05
Simulation	0.05
Platform	0.05
Shooter	0.05
Adventure	0.05
Misc	0.05
Misc	0.05
Shooter	0.05
Simulation	0.05
Misc	0.05
Action	0.05
Action	0.05
Misc	0.05
Racing	0.05
Action	0.05
Misc	0.05
Action	0.05
Role-Playing	0.05
Sports	0.05
Misc	0.05
Misc	0.05
Sports	0.05
Misc	0.05
Sports	0.05
Adventure	0.05
Adventure	0.05
Misc	0.05
Strategy	0.05
Simulation	0.05
Puzzle	0.05
Fighting	0.05
Action	0.05
Puzzle	0.05
Racing	0.05
Shooter	0.05
Sports	0.05
Adventure	0.05
Action	0.05
Shooter	0.05
Misc	0.05
Shooter	0.05
Misc	0.05
Sports	0.05
Sports	0.05
Platform	0.05
Puzzle	0.05
Role-Playing	0.05
Racing	0.05
Action	0.05
Shooter	0.05
Strategy	0.05
Strategy	0.05
Adventure	0.05
Platform	0.05
Sports	0.05
Role-Playing	0.05
Role-Playing	0.05
Adventure	0.05
Sports	0.05
Action	0.05
Role-Playing	0.05
Misc	0.05
Strategy	0.05
Sports	0.05
Fighting	0.05
Fighting	0.05
Action	0.05
Adventure	0.05
Platform	0.05
Sports	0.05
Racing	0.05
Misc	0.05
Shooter	0.05
Platform	0.05
Action	0.05
Adventure	0.05
Role-Playing	0.05
Puzzle	0.05
Puzzle	0.05
Sports	0.05
Racing	0.05
Action	0.05
Role-Playing	0.05
Platform	0.05
Sports	0.05
Action	0.05
Sports	0.05
Sports	0.05
Racing	0.05
Action	0.05
Role-Playing	0.05
Simulation	0.05
Puzzle	0.05
Sports	0.05
Strategy	0.05
Adventure	0.05
Sports	0.05
Misc	0.05
Racing	0.05
Misc	0.05
Role-Playing	0.05
Sports	0.05
Sports	0.05
Sports	0.05
Adventure	0.05
Action	0.05
Role-Playing	0.05
Action	0.05
Shooter	0.05
Simulation	0.05
Role-Playing	0.05
Simulation	0.05
Shooter	0.05
Role-Playing	0.05
Puzzle	0.05
Adventure	0.05
Adventure	0.05
Sports	0.05
Action	0.05
Shooter	0.05
Strategy	0.05
Sports	0.05
Sports	0.05
Strategy	0.05
Misc	0.05
Misc	0.05
Action	0.05
Fighting	0.05
Simulation	0.05
Sports	0.05
Racing	0.05
Role-Playing	0.05
Fighting	0.05
Role-Playing	0.05
Racing	0.05
Shooter	0.05
Adventure	0.05
Strategy	0.05
Adventure	0.05
Adventure	0.05
Action	0.05
Platform	0.05
Adventure	0.05
Sports	0.05
Simulation	0.05
Misc	0.05
Misc	0.05
Shooter	0.05
Adventure	0.05
Racing	0.05
Sports	0.05
Simulation	0.05
Role-Playing	0.05
Shooter	0.05
Role-Playing	0.05
Puzzle	0.05
Sports	0.05
Simulation	0.05
Adventure	0.05
Action	0.05
Strategy	0.05
Action	0.05
Racing	0.05
Strategy	0.05
Role-Playing	0.05
Racing	0.05
Misc	0.05
Puzzle	0.05
Adventure	0.05
Shooter	0.05
Role-Playing	0.05
Action	0.05
Adventure	0.05
Fighting	0.05
Simulation	0.05
Adventure	0.05
Action	0.05
Misc	0.05
Racing	0.05
Shooter	0.05
Sports	0.05
Strategy	0.05
Sports	0.05
Adventure	0.05
Action	0.05
Shooter	0.05
Puzzle	0.05
Misc	0.05
Misc	0.05
Puzzle	0.05
Action	0.05
Sports	0.05
Racing	0.05
Adventure	0.05
Puzzle	0.05
Adventure	0.05
Adventure	0.05
Adventure	0.05
Misc	0.05
Misc	0.05
Racing	0.05
Adventure	0.05
Misc	0.05
Platform	0.05
Racing	0.05
Shooter	0.05
Racing	0.05
Puzzle	0.05
Action	0.05
Racing	0.05
Action	0.05
Sports	0.05
Sports	0.05
Action	0.05
Platform	0.05
Adventure	0.05
Racing	0.05
Sports	0.05
Action	0.05
Misc	0.05
Adventure	0.05
Adventure	0.05
Shooter	0.05
Adventure	0.05
Racing	0.05
Simulation	0.05
Adventure	0.05
Shooter	0.05
Shooter	0.05
Role-Playing	0.05
Role-Playing	0.05
Role-Playing	0.05
Misc	0.05
Action	0.05
Shooter	0.05
Strategy	0.05
Role-Playing	0.05
Fighting	0.05
Fighting	0.05
Action	0.05
Misc	0.05
Misc	0.05
Misc	0.05
Puzzle	0.05
Sports	0.05
Shooter	0.05
Action	0.05
Misc	0.05
Action	0.05
Adventure	0.05
Strategy	0.05
Misc	0.05
Action	0.05
Platform	0.05
Sports	0.05
Misc	0.05
Racing	0.05
Platform	0.05
Shooter	0.05
Platform	0.05
Misc	0.05
Adventure	0.05
Strategy	0.05
Action	0.05
Adventure	0.05
Sports	0.05
Puzzle	0.05
Adventure	0.05
Shooter	0.05
Adventure	0.05
Role-Playing	0.05
Shooter	0.05
Shooter	0.05
Racing	0.05
Misc	0.05
Puzzle	0.04
Puzzle	0.04
Simulation	0.04
Simulation	0.04
Action	0.04
Simulation	0.04
Role-Playing	0.04
Fighting	0.04
Fighting	0.04
Sports	0.04
Misc	0.04
Role-Playing	0.04
Adventure	0.04
Misc	0.04
Platform	0.04
Sports	0.04
Misc	0.04
Adventure	0.04
Fighting	0.04
Misc	0.04
Role-Playing	0.04
Misc	0.04
Action	0.04
Platform	0.04
Strategy	0.04
Action	0.04
Sports	0.04
Misc	0.04
Action	0.04
Shooter	0.04
Action	0.04
Role-Playing	0.04
Racing	0.04
Shooter	0.04
Misc	0.04
Action	0.04
Strategy	0.04
Action	0.04
Misc	0.04
Sports	0.04
Role-Playing	0.04
Strategy	0.04
Action	0.04
Simulation	0.04
Strategy	0.04
Misc	0.04
Shooter	0.04
Sports	0.04
Shooter	0.04
Misc	0.04
Action	0.04
Simulation	0.04
Sports	0.04
Racing	0.04
Puzzle	0.04
Racing	0.04
Role-Playing	0.04
Misc	0.04
Misc	0.04
Misc	0.04
Action	0.04
Fighting	0.04
Action	0.04
Sports	0.04
Misc	0.04
Action	0.04
Adventure	0.04
Action	0.04
Action	0.04
Adventure	0.04
Misc	0.04
Puzzle	0.04
Platform	0.04
Racing	0.04
Shooter	0.04
Action	0.04
Sports	0.04
Platform	0.04
Action	0.04
Misc	0.04
Racing	0.04
Shooter	0.04
Simulation	0.04
Platform	0.04
Racing	0.04
Adventure	0.04
Action	0.04
Action	0.04
Strategy	0.04
Adventure	0.04
Adventure	0.04
Shooter	0.04
Platform	0.04
Sports	0.04
Role-Playing	0.04
Puzzle	0.04
Shooter	0.04
Shooter	0.04
Action	0.04
Misc	0.04
Fighting	0.04
Action	0.04
Fighting	0.04
Role-Playing	0.04
Action	0.04
Adventure	0.04
Adventure	0.04
Adventure	0.04
Misc	0.04
Adventure	0.04
Racing	0.04
Action	0.04
Platform	0.04
Sports	0.04
Adventure	0.04
Simulation	0.04
Role-Playing	0.04
Action	0.04
Sports	0.04
Misc	0.04
Adventure	0.04
Platform	0.04
Action	0.04
Adventure	0.04
Sports	0.04
Racing	0.04
Fighting	0.04
Fighting	0.04
Adventure	0.04
Sports	0.04
Action	0.04
Misc	0.04
Platform	0.04
Sports	0.04
Sports	0.04
Simulation	0.04
Action	0.04
Action	0.04
Action	0.04
Shooter	0.04
Action	0.04
Adventure	0.04
Action	0.04
Misc	0.04
Adventure	0.04
Action	0.04
Puzzle	0.04
Action	0.04
Racing	0.04
Action	0.04
Simulation	0.04
Action	0.04
Action	0.04
Shooter	0.04
Fighting	0.04
Platform	0.04
Shooter	0.04
Simulation	0.04
Sports	0.04
Simulation	0.04
Sports	0.04
Misc	0.04
Puzzle	0.04
Simulation	0.04
Misc	0.04
Fighting	0.04
Puzzle	0.04
Action	0.04
Sports	0.04
Simulation	0.04
Strategy	0.04
Adventure	0.04
Shooter	0.04
Sports	0.04
Action	0.04
Misc	0.04
Role-Playing	0.04
Strategy	0.04
Adventure	0.04
Action	0.04
Strategy	0.04
Platform	0.04
Misc	0.04
Role-Playing	0.04
Sports	0.04
Action	0.04
Adventure	0.04
Misc	0.04
Simulation	0.04
Puzzle	0.04
Adventure	0.04
Shooter	0.04
Action	0.04
Fighting	0.04
Action	0.04
Misc	0.04
Fighting	0.04
Action	0.04
Fighting	0.04
Action	0.04
Action	0.04
Simulation	0.04
Role-Playing	0.04
Racing	0.04
Action	0.04
Strategy	0.04
Role-Playing	0.04
Misc	0.04
Action	0.04
Sports	0.04
Puzzle	0.04
Strategy	0.04
Racing	0.04
Adventure	0.04
Misc	0.04
Racing	0.04
Puzzle	0.04
Sports	0.04
Sports	0.04
Adventure	0.04
Role-Playing	0.04
Racing	0.04
Puzzle	0.04
Fighting	0.04
Strategy	0.04
Action	0.04
Simulation	0.04
Adventure	0.04
Adventure	0.04
Misc	0.04
Misc	0.04
Sports	0.04
Adventure	0.04
Shooter	0.04
Simulation	0.04
Racing	0.04
Simulation	0.04
Adventure	0.04
Role-Playing	0.04
Strategy	0.04
Fighting	0.04
Shooter	0.04
Sports	0.04
Sports	0.04
Action	0.04
Adventure	0.04
Misc	0.04
Puzzle	0.04
Fighting	0.04
Strategy	0.04
Strategy	0.04
Shooter	0.04
Role-Playing	0.04
Puzzle	0.04
Sports	0.04
Sports	0.04
Strategy	0.04
Sports	0.04
Sports	0.04
Action	0.04
Shooter	0.04
Racing	0.04
Adventure	0.04
Sports	0.04
Action	0.04
Action	0.04
Shooter	0.04
Sports	0.04
Adventure	0.04
Role-Playing	0.04
Strategy	0.04
Racing	0.04
Action	0.04
Sports	0.04
Role-Playing	0.04
Racing	0.04
Shooter	0.04
Action	0.04
Sports	0.04
Action	0.04
Sports	0.04
Action	0.04
Racing	0.04
Sports	0.04
Misc	0.04
Strategy	0.04
Racing	0.04
Strategy	0.04
Racing	0.04
Platform	0.04
Platform	0.04
Fighting	0.04
Action	0.04
Action	0.04
Platform	0.04
Role-Playing	0.04
Puzzle	0.04
Strategy	0.04
Action	0.04
Sports	0.04
Action	0.04
Sports	0.04
Shooter	0.04
Misc	0.04
Racing	0.04
Role-Playing	0.04
Action	0.04
Sports	0.04
Adventure	0.04
Puzzle	0.04
Fighting	0.04
Adventure	0.04
Shooter	0.04
Racing	0.04
Misc	0.04
Adventure	0.04
Role-Playing	0.04
Action	0.04
Adventure	0.04
Strategy	0.04
Sports	0.04
Simulation	0.04
Role-Playing	0.04
Action	0.04
Misc	0.04
Adventure	0.04
Strategy	0.04
Sports	0.04
Fighting	0.04
Misc	0.04
Platform	0.04
Role-Playing	0.04
Strategy	0.04
Fighting	0.04
Fighting	0.04
Misc	0.04
Role-Playing	0.04
Adventure	0.04
Adventure	0.04
Adventure	0.04
Sports	0.04
Strategy	0.04
Action	0.04
Puzzle	0.04
Action	0.04
Shooter	0.04
Strategy	0.04
Puzzle	0.04
Misc	0.04
Simulation	0.04
Misc	0.04
Adventure	0.04
Adventure	0.04
Action	0.04
Fighting	0.04
Action	0.04
Fighting	0.04
Sports	0.04
Shooter	0.04
Role-Playing	0.04
Adventure	0.04
Adventure	0.04
Fighting	0.04
Action	0.04
Adventure	0.04
Puzzle	0.04
Racing	0.04
Adventure	0.04
Racing	0.04
Action	0.04
Sports	0.04
Strategy	0.04
Action	0.04
Fighting	0.04
Action	0.04
Sports	0.04
Shooter	0.04
Action	0.04
Role-Playing	0.04
Action	0.04
Simulation	0.04
Racing	0.04
Adventure	0.04
Simulation	0.04
Misc	0.04
Action	0.04
Simulation	0.04
Misc	0.04
Adventure	0.04
Fighting	0.04
Misc	0.04
Misc	0.04
Adventure	0.04
Sports	0.04
Sports	0.04
Strategy	0.04
Action	0.04
Sports	0.04
Sports	0.04
Strategy	0.04
Role-Playing	0.04
Role-Playing	0.04
Adventure	0.04
Simulation	0.04
Puzzle	0.04
Adventure	0.04
Strategy	0.04
Action	0.04
Puzzle	0.04
Simulation	0.04
Role-Playing	0.04
Role-Playing	0.04
Racing	0.04
Puzzle	0.04
Puzzle	0.04
Misc	0.04
Strategy	0.04
Racing	0.04
Action	0.04
Misc	0.04
Action	0.04
Action	0.04
Fighting	0.04
Misc	0.04
Sports	0.04
Action	0.04
Action	0.04
Racing	0.04
Sports	0.04
Adventure	0.04
Racing	0.04
Shooter	0.04
Misc	0.04
Action	0.04
Action	0.04
Racing	0.04
Misc	0.04
Misc	0.04
Misc	0.04
Racing	0.04
Racing	0.04
Puzzle	0.04
Strategy	0.04
Platform	0.04
Adventure	0.04
Action	0.04
Adventure	0.04
Shooter	0.04
Action	0.04
Sports	0.04
Puzzle	0.04
Action	0.04
Action	0.04
Strategy	0.04
Shooter	0.04
Misc	0.04
Sports	0.04
Action	0.04
Adventure	0.04
Simulation	0.04
Action	0.04
Fighting	0.04
Misc	0.04
Strategy	0.04
Action	0.04
Action	0.04
Misc	0.04
Action	0.04
Action	0.04
Action	0.04
Sports	0.04
Adventure	0.04
Misc	0.04
Shooter	0.04
Strategy	0.04
Adventure	0.04
Sports	0.04
Simulation	0.04
Adventure	0.04
Adventure	0.04
Simulation	0.04
Sports	0.04
Shooter	0.04
Misc	0.04
Sports	0.04
Adventure	0.04
Racing	0.04
Adventure	0.04
Sports	0.04
Shooter	0.04
Misc	0.04
Action	0.04
Role-Playing	0.04
Strategy	0.04
Role-Playing	0.04
Racing	0.04
Racing	0.04
Shooter	0.04
Adventure	0.04
Role-Playing	0.04
Action	0.04
Action	0.04
Role-Playing	0.04
Sports	0.04
Simulation	0.04
Adventure	0.04
Action	0.04
Shooter	0.04
Adventure	0.04
Shooter	0.04
Misc	0.04
Puzzle	0.04
Action	0.04
Role-Playing	0.04
Racing	0.04
Shooter	0.04
Platform	0.04
Sports	0.04
Fighting	0.04
Strategy	0.04
Role-Playing	0.04
Action	0.04
Puzzle	0.04
Adventure	0.04
Role-Playing	0.04
Adventure	0.04
Action	0.04
Platform	0.04
Misc	0.04
Misc	0.04
Strategy	0.04
Platform	0.04
Action	0.04
Adventure	0.04
Strategy	0.04
Role-Playing	0.04
Fighting	0.04
Adventure	0.04
Adventure	0.04
Role-Playing	0.04
Sports	0.04
Shooter	0.04
Misc	0.04
Puzzle	0.04
Racing	0.04
Shooter	0.04
Misc	0.04
Racing	0.04
Strategy	0.04
Fighting	0.04
Action	0.04
Puzzle	0.04
Adventure	0.04
Action	0.04
Puzzle	0.04
Action	0.04
Role-Playing	0.04
Shooter	0.04
Puzzle	0.04
Misc	0.04
Adventure	0.04
Strategy	0.04
Adventure	0.04
Puzzle	0.04
Adventure	0.04
Strategy	0.04
Sports	0.04
Sports	0.04
Shooter	0.04
Sports	0.04
Shooter	0.04
Role-Playing	0.04
Adventure	0.04
Misc	0.04
Action	0.04
Strategy	0.04
Misc	0.04
Simulation	0.04
Sports	0.04
Shooter	0.04
Sports	0.04
Sports	0.04
Adventure	0.04
Strategy	0.04
Strategy	0.04
Misc	0.04
Action	0.04
Shooter	0.04
Misc	0.04
Misc	0.04
Action	0.04
Action	0.04
Role-Playing	0.04
Fighting	0.04
Sports	0.04
Role-Playing	0.04
Role-Playing	0.04
Misc	0.04
Role-Playing	0.04
Action	0.04
Strategy	0.04
Simulation	0.04
Role-Playing	0.04
Strategy	0.04
Role-Playing	0.04
Misc	0.04
Action	0.04
Simulation	0.04
Action	0.04
Role-Playing	0.04
Strategy	0.04
Adventure	0.04
Puzzle	0.04
Platform	0.04
Misc	0.04
Puzzle	0.04
Misc	0.04
Role-Playing	0.04
Role-Playing	0.04
Role-Playing	0.04
Action	0.04
Action	0.04
Racing	0.04
Strategy	0.04
Strategy	0.04
Racing	0.04
Role-Playing	0.04
Sports	0.04
Puzzle	0.04
Action	0.04
Action	0.04
Action	0.04
Adventure	0.04
Shooter	0.04
Action	0.04
Misc	0.04
Shooter	0.04
Shooter	0.04
Adventure	0.04
Adventure	0.04
Platform	0.04
Adventure	0.04
Role-Playing	0.04
Action	0.04
Role-Playing	0.04
Sports	0.03
Strategy	0.03
Simulation	0.03
Sports	0.03
Racing	0.03
Action	0.03
Action	0.03
Action	0.03
Action	0.03
Shooter	0.03
Misc	0.03
Misc	0.03
Strategy	0.03
Misc	0.03
Action	0.03
Racing	0.03
Adventure	0.03
Misc	0.03
Sports	0.03
Role-Playing	0.03
Puzzle	0.03
Action	0.03
Shooter	0.03
Action	0.03
Action	0.03
Simulation	0.03
Simulation	0.03
Sports	0.03
Action	0.03
Adventure	0.03
Action	0.03
Fighting	0.03
Puzzle	0.03
Racing	0.03
Adventure	0.03
Racing	0.03
Misc	0.03
Racing	0.03
Action	0.03
Shooter	0.03
Shooter	0.03
Misc	0.03
Misc	0.03
Role-Playing	0.03
Sports	0.03
Misc	0.03
Sports	0.03
Role-Playing	0.03
Shooter	0.03
Racing	0.03
Sports	0.03
Sports	0.03
Platform	0.03
Action	0.03
Strategy	0.03
Adventure	0.03
Action	0.03
Action	0.03
Action	0.03
Adventure	0.03
Adventure	0.03
Strategy	0.03
Platform	0.03
Adventure	0.03
Strategy	0.03
Misc	0.03
Racing	0.03
Puzzle	0.03
Racing	0.03
Simulation	0.03
Action	0.03
Racing	0.03
Shooter	0.03
Role-Playing	0.03
Strategy	0.03
Role-Playing	0.03
Misc	0.03
Action	0.03
Shooter	0.03
Role-Playing	0.03
Misc	0.03
Shooter	0.03
Sports	0.03
Puzzle	0.03
Sports	0.03
Racing	0.03
Misc	0.03
Puzzle	0.03
Action	0.03
Action	0.03
Role-Playing	0.03
Simulation	0.03
Action	0.03
Strategy	0.03
Misc	0.03
Sports	0.03
Strategy	0.03
Sports	0.03
Adventure	0.03
Adventure	0.03
Role-Playing	0.03
Fighting	0.03
Platform	0.03
Sports	0.03
Adventure	0.03
Role-Playing	0.03
Shooter	0.03
Racing	0.03
Racing	0.03
Action	0.03
Sports	0.03
Role-Playing	0.03
Action	0.03
Racing	0.03
Action	0.03
Adventure	0.03
Action	0.03
Action	0.03
Sports	0.03
Misc	0.03
Role-Playing	0.03
Shooter	0.03
Simulation	0.03
Action	0.03
Adventure	0.03
Shooter	0.03
Platform	0.03
Platform	0.03
Adventure	0.03
Fighting	0.03
Sports	0.03
Role-Playing	0.03
Role-Playing	0.03
Adventure	0.03
Adventure	0.03
Racing	0.03
Adventure	0.03
Simulation	0.03
Adventure	0.03
Sports	0.03
Action	0.03
Simulation	0.03
Misc	0.03
Adventure	0.03
Racing	0.03
Racing	0.03
Action	0.03
Shooter	0.03
Fighting	0.03
Action	0.03
Action	0.03
Action	0.03
Action	0.03
Sports	0.03
Puzzle	0.03
Adventure	0.03
Misc	0.03
Racing	0.03
Platform	0.03
Platform	0.03
Simulation	0.03
Role-Playing	0.03
Strategy	0.03
Racing	0.03
Racing	0.03
Racing	0.03
Strategy	0.03
Strategy	0.03
Adventure	0.03
Puzzle	0.03
Misc	0.03
Sports	0.03
Sports	0.03
Puzzle	0.03
Misc	0.03
Role-Playing	0.03
Action	0.03
Role-Playing	0.03
Action	0.03
Simulation	0.03
Sports	0.03
Simulation	0.03
Simulation	0.03
Misc	0.03
Adventure	0.03
Adventure	0.03
Puzzle	0.03
Action	0.03
Strategy	0.03
Strategy	0.03
Action	0.03
Adventure	0.03
Simulation	0.03
Role-Playing	0.03
Action	0.03
Role-Playing	0.03
Fighting	0.03
Misc	0.03
Misc	0.03
Adventure	0.03
Sports	0.03
Strategy	0.03
Simulation	0.03
Action	0.03
Simulation	0.03
Misc	0.03
Adventure	0.03
Platform	0.03
Platform	0.03
Platform	0.03
Adventure	0.03
Adventure	0.03
Misc	0.03
Action	0.03
Simulation	0.03
Fighting	0.03
Simulation	0.03
Misc	0.03
Action	0.03
